,Applications,Categories,Company,EmployType,ExpiryDate,Location,PostedDate,Requirements,SalaryHigh,SalaryLow,SalaryRate,Seniority,Title
26,7,Information Technology,COMPANY UNDISCLOSED,Full Time,Closing on 16 Feb 2019,Islandwide,Posted 17 Jan 2019,"Ideally Oracle Certified DB Professional (OCP) with more than 3 years’ experience with Oracle, preferably in a lead role. Experience should include DB design (modelling and normalisation), capacity planning, performance tuning, storage management, back-up and recovery, managing schemas, report generation and DB clustering technologies.
Operating system experience in Linux.
Oracle management tools (Data Guard, RMAN, Data pump).
Partitioning.
Architecture design principles.
Good problem solver, focused and dedicated developer with ability to work on your own as well as with a team.
Hands on experience with DB standards and end user applications-translating capacity requirements into infrastructure deployment technology.
Strong practical experience of ORACLE in a production RAC (ASM) environment (11gR2).
Must be a self-starter with a strong attention to detail.
Experience with an organisation with a key reliance on 24x7 reliability on its database.","$7,700","$6,200",Monthly,Senior Executive,DATABASE ADMINISTRATOR
27,3,Admin / Secretarial,COMPANY UNDISCLOSED,Full Time,Closing on 16 Feb 2019,Central,Posted 17 Jan 2019,"~ Analyse data for business insights identification.
~ Analyse production efficiencies.
~ Conduct interviews and make hiring decisions.
~ Determine priorities dynamically and set planning assumptions for work in progress levels by product, cycle time and yield.
~ Develop On-the-job training programme.
~ Develop workplace learning plan.
~ Evaluate organisations approach towards a lean enterprise.
~ Evaluate the sustainability of manufacturing process by preparing rough cut capacity plans.
~ Evaluate workplace safety and health management system for compliance and improvement.
~ Improve operation planning through use of big data and advanced analytics modelling.
~ Integrate quality principles and methodology to enhance engineering performance.
~ Lead change management in the organisation.
~ Manage balance between production requirement and manpower resources.
~ Manage innovation practises in organisation.
~ Manage manufacturing key metrics including loading, performance to commitments, on time delivery and bottlenecks.
~ Manage material requirements planning taking into account the sales forecast, production plan and production capacity.
~ Resolve workplace grievances and disputes.
~ Review manufacturing processes to reduce working capital and optimise inventory levels.","$7,000","$5,000",Monthly,Senior Management,Senior Manager
28,4,Admin / Secretarial,COMPANY UNDISCLOSED,Full Time,Closing on 16 Feb 2019,Central,Posted 17 Jan 2019,"~ Analyse data for business insights identification.
~ Analyse production efficiencies.
~ Conduct interviews and make hiring decisions.
~ Determine priorities dynamically and set planning assumptions for work in progress levels by product, cycle time and yield.
~ Develop On-the-job training programme.
~ Develop workplace learning plan.
~ Evaluate organisations approach towards a lean enterprise.
~ Evaluate the sustainability of manufacturing process by preparing rough cut capacity plans.
~ Evaluate workplace safety and health management system for compliance and improvement.
~ Improve operation planning through use of big data and advanced analytics modelling.
~ Integrate quality principles and methodology to enhance engineering performance.
~ Lead change management in the organisation.
~ Manage balance between production requirement and manpower resources.
~ Manage innovation practises in organisation.
~ Manage manufacturing key metrics including loading, performance to commitments, on time delivery and bottlenecks.
~ Manage material requirements planning taking into account the sales forecast, production plan and production capacity.
~ Resolve workplace grievances and disputes.
~ Review manufacturing processes to reduce working capital and optimise inventory levels.","$7,000","$5,000",Monthly,Manager,Manager
29,0,"Engineering, Manufacturing",COMPANY UNDISCLOSED,"Permanent, Full Time",Closing on 16 Feb 2019,Central,Posted 17 Jan 2019,"Requirements:
Bachelor or Masters degree in Electrical/Electronic Engineering or Computer engineering.
Relevant experience in either SSD or HDD industry will be an advantage.
Relevant experience with computer hardware, knowledge of storage interface such as SATA, SAS will be an advantage.
Proficiency in programming languages such as C, C++, Python, Perl and etc.
 ","$6,800","$3,400",Monthly,Executive,NVE - SSD Senior / Product Engineer
30,1,Information Technology,COMPANY UNDISCLOSED,"Contract, Full Time",Closing on 16 Feb 2019,Islandwide,Posted 17 Jan 2019,"University degree in Computer Science, Information Technology or related subjects
5+ years working experience, of which more than 3 years in-depth SQL programming & SSIS exposure","$8,500","$6,500",Monthly,Senior Executive,MS SQL Developer
31,0,Engineering,COMPANY UNDISCLOSED,Full Time,Closing on 16 Feb 2019,Islandwide,Posted 17 Jan 2019,"Possess at least Degree / Diploma in Mechanical/Building Services Engineering, Civil Engineering or equivalent.
Min 7-10 years of working experience in local construction industry of M&E or ACMV projects.
Able to read and understand structural drawings.
Excellent knowledge in Construction drawings and documentation.
Proficient in AutoCad, 3-D Max & V-ray, Sketchup, Photoshop CS and design related software.
Good knowledge and experience in design development, Contract documentation / Tender Package and Singapore Authority Submission for Building Plan approval.
Able to handle concurrent ongoing project and work under tight deadlines and pressure.
Independent, well organized and able to work with minimum supervision.
Able to start work immediate or within a short notice.","$6,000","$4,000",Monthly,Manager,ACMV Local Designer
32,14,Healthcare / Pharmaceutical,COMPANY UNDISCLOSED,Full Time,Closing on 16 Feb 2019,Central,Posted 17 Jan 2019,"We are looking for a highly motivated candidate, passionate about Pharma-marketing who can
Develop scientific promotional materials and provide high standard of training
Deliver Marketing Brand and Execution Plan outcomes and key performance indicators in line with Brand Strategies.
Basic qualifications
Preferably degree in Pharmacy/Science degree, Postdoctorate would be a plus
Scientific Acumen
Strong analytical and project management skills
Competencies Required
Excellent command of English (oral and written), allowing developing material, is an absolute must.
Ability to speak another language relevant to client base will be an advantage.
Successfully partnering and working with other functions such as Medical, Sales and Regulatory.
Able to work in a team and independently with minimal supervision, self-motivated, disciplined and pro-active
Creative with good negotiation and influencing skills
Strong facilitation and presentation skills to both internal and external stakeholders.
Identify and resolve customer queries and problems immediately. Maintain good relationships with Healthcare Professionals
Excellent time-management skills with the ability to successfully manage numerous projects simultaneously and drive change.
Demonstrated ability to work in a fast-paced environment while remaining flexible/adaptable to rapidly changing priorities
Ability to work in a multi-lingual and multicultural environment where collaboration is a key value.
Has strong analytical skills, be able to set KPIs and monitor them closely
Ability to prioritize workload and manage multiple tasks simultaneously
Strict attention to detail, work well under pressure while meeting tight deadlines
Dynamic, ambitious, with a strong desire to succeed
  What’s on offer
You will be part of a dynamic, multicultural and fast paced environment. Moleac has shown stable and rapid growth since 2006, pursuing geographical expansion while investing heavily in research and development. Moleac is a company which really values young talents and provides real opportunities to take over great responsibilities to sustain its continuous growth. In addition to your package (Basic + attractive bonus scheme + medical cover), you will benefit from regular training and have the opportunity to develop your skills and leadership throughout your career with the Group. 

Application process:
Resume and application letter sent to the attention of Ms Yeonhee Pee
Cover letter and Resume (explaining why your experience would be relevant to this position and enable you to perform the tasks and why you would like to work for Moleac)
Last drawn salary and expected salary
Availability
Incomplete application will not be reviewed.
Note:  Only shortlisted candidates will be contacted.","$6,000","$3,000",Monthly,"Fresh/entry level, Executive",Associate Product Manager
33,27,Engineering,COMPANY UNDISCLOSED,Full Time,Closing on 16 Feb 2019,East,Posted 17 Jan 2019,"Degree or Diploma preferably in an engineering discipline.
At least 2-3 years of Project Management experiennce.
Proven track record as a Project Manager with at least 3 completed projects.
Shown ability to control scope creep and manage timelines.
Technical background with PMP Certification.  Certified Scrum is an advantage.  Six Sigma certification is an added bonus.
Understands complex integration efforts dealing with middleware, database, etc.
Understands technical architecture concepts and consistently applies them in client engagements.
Possess significant knowledge of client/server and internet systems architectures.
Understands browser/ client specific compatibility issues.
Possesses excellent written and verbal communication skills.
Team player with strong initiative, able to work autonomously to complete tasks.","$10,000","$5,000",Monthly,Manager,Project Manager
34,3,Information Technology,COMPANY UNDISCLOSED,Full Time,Closing on 16 Feb 2019,Islandwide,Posted 17 Jan 2019,"Experience programming in .NET 3.5, C#, ASP.NET ,T-SQL, C/C++, XLM. Experience with SharePoint Designer, InfoPath, Web Parts, and workflow creation.
Experience as a SharePoint Developer in the analysis, design, hands-on development and delivery of web-based applications.
Experience using jQuery, Client Object Model, and Service Oriented Architecture.
Experience with SharePoint’s application services framework including implementation, configuration, and usages of Search, Managed Metadata, and User Profile Services.
Microsoft MCPD 70-576, SharePoint 2010/2013 Designing and Developing Applications certification is a plus but not required.
Ability to write Stored Procedures, write complex SQL queries, and ability to analyze the SQLdata is desired.
Experience with SQL Server Reporting Services, SQL Server Analysis Services, and/or SQL Server Integration Services a plus.
Bachelor's degree in Computer Science, Information Systems; or related discipline is desired.
Attention to detail and commitment to high quality/error free deliverables.
 ","$7,300","$5,800",Monthly,Senior Executive,Software Developer
35,2,Information Technology,COMPANY UNDISCLOSED,Full Time,Closing on 16 Feb 2019,Islandwide,Posted 17 Jan 2019,"Technical clarity and understanding of Firewalls, VPN, IPS, IDS, Two Factor Authentication, Active Directory, Internet Proxies, Anti Virus and Perimeter Security principles including log review and analysis (must have worked extensively on at least one product in each of these).
Experience with TCP/IP networking protocols.
Knowledge in security patching, software installation, network/system troubleshooting and maintenance.
 ","$7,500","$6,000",Monthly,Senior Executive,Senior Systems Engineer
36,1,Information Technology,COMPANY UNDISCLOSED,"Contract, Full Time",Closing on 16 Feb 2019,Islandwide,Posted 17 Jan 2019,"Experience in working with Informatica Power Center, Oracle PL/SQL (Stored Procedures, triggers, indexes), UNIX (shell scripts), DWH processes and concepts, performance tuning techniques, etc ","$8,500","$6,500",Monthly,Executive,Software Consultant
37,0,"Engineering, Manufacturing",COMPANY UNDISCLOSED,"Permanent, Full Time",Closing on 16 Feb 2019,Central,Posted 17 Jan 2019,"Requirements:
Possesses at least SPM or GCE “O” Level Qualification
Pass in English
Highly motivated individual with the ability to work with minimum supervision
Team player with good interpersonal and communication skills is essential
Experience in semiconductor’s operations is a plus
Applicants must be willing to do shift work. CWW Rotating","$1,800",$900,Monthly,Non-executive,NVE PE Operator
38,0,"Engineering, Manufacturing",COMPANY UNDISCLOSED,"Permanent, Full Time",Closing on 16 Feb 2019,North,Posted 17 Jan 2019,"Requirements:
Bachelor's/Master’s Degree in Electrical & Electronics or Computer Engineering
Basic knowledge of NAND Flash technologies and operations
Knowledge of mobile interface specifications such as eMMC or UFS
Intermediate knowledge in Linux scripting/programming preferably C Language/bash/Perl
Intermediate knowledge in Android OS debugging
Experience in using debugging tools such as Oscilloscope, Logic analyzers, or bus/protocol analyzers
Highly organized and self-motivated.
Excellent problem-solving and analytical skills
The ability to work with other engineers across multiple disciplines, as well as customers","$6,800","$3,400",Monthly,Executive,Engineer - NVE MNAND SCG Validation
39,4,Information Technology,COMPANY UNDISCLOSED,"Contract, Full Time",Closing on 16 Feb 2019,Islandwide,Posted 17 Jan 2019,"AS400,  COBOL, CL, SQL query
Ability to work in a multicultural environment (English, Chinese, Tagalog speaking preferred)
Working experience: 4 years and above
Experience in banking/ card payment industry will be of advantage
 ","$8,500","$6,500",Monthly,Executive,Software Consultant
40,2,Marketing / Public Relations,COMPANY UNDISCLOSED,Full Time,Closing on 16 Feb 2019,South,Posted 17 Jan 2019,"Good command of English
Good Teamwork
Performance Management
Candidates with experience in related industry will be an advantage.
PC literate","$2,000","$1,800",Monthly,Middle Management,Management Trainee
