,Applications,Categories,Company,EmployType,ExpiryDate,Location,PostedDate,Requirements,SalaryHigh,SalaryLow,SalaryRate,Seniority,Title
10,4,Engineering,LEADING ENERGY PTE. LTD.,Full Time,Closing on 22 Feb 2019,West,Posted 23 Jan 2019,"Minimum 8 Years in Detail engineering of Telecom systems for Onshore/Offshore fixed/floating Oil & Gas installations.
Conversant with Industry norms for Telecom systems such PAGA, Telephony, Wireless, Access control, RFID etc.
Experience in preparation and review of Specifications for Telecom systems.
Exposure to brownfield works and site survey would be added advantage.","$9,000","$8,000",Monthly,Professional,SENIOR TELECOM ENGINEER
11,0,Information Technology,LIBERTY WIRELESS PTE. LTD.,Permanent,Closing on 22 Feb 2019,South,Posted 23 Jan 2019,"Passion for Technology, Telecommunications and Disruptive models
A Degree in Computer Science or Computer Engineering
Experience in iOS Programming (Objective-C/Swift)
Experience in building native applications for the iPhone or iPad (C / C++)
Experience in developing consumer facing mobile applications and integrate it with the web services
Experience with iOS framework such as Core Data and Core Animation
Knowledge of iOS Design Patterns and Interface Guidelines
Portfolio of published applications
Good communication and interpersonal communications skills
Proficient understanding of code versioning tool such as Git
Knowledge of C, C++ and VoIP technology and protocols such as SIP, SDP, RTP/RTCP, Audio/Video codec will be a plus","$8,000","$5,000",Monthly,Senior Executive,"Senior Software Engineer, Mobile Application (iOS)"
12,0,Information Technology,LIBERTY WIRELESS PTE. LTD.,Permanent,Closing on 22 Feb 2019,South,Posted 23 Jan 2019,"Passion for Technology, Telecommunications and Disruptive models
A Degree in Computer Science or Computer Engineering
Experience in iOS Programming (Objective-C/Swift)
Experience in building native applications for the iPhone or iPad (C / C++)
Experience in developing consumer facing mobile applications and integrate it with the web services
Experience with iOS framework such as Core Data and Core Animation
Knowledge of iOS Design Patterns and Interface Guidelines
Portfolio of published applications
Good communication and interpersonal communications skills
Proficient understanding of code versioning tool such as Git
Knowledge of C, C++ and VoIP technology and protocols such as SIP, SDP, RTP/RTCP, Audio/Video codec will be a plus","$8,000","$5,000",Monthly,Executive,"Software Engineer, Mobile Application (iOS)"
13,0,Others,BUSINESS EDGE PERSONNEL SERVICES PTE LTD,Temporary,Closing on 22 Feb 2019,West,Posted 23 Jan 2019,"•            Basic accounting knowledge
•            O level and above qualification.
•            Meticulous, independent, team-player and outgoing personality.
•            Able to handle high transactions
•            Proficient in MS Excel (Pivot Table).
•            Experience in SAP will be an advantage","$1,600","$1,600",Monthly,Non-executive,Administrative Accounts Assistant
14,10,Risk Management,ISS ASIA PACIFIC PTE. LTD.,Full Time,Closing on 22 Feb 2019,Islandwide,Posted 23 Jan 2019,"Personal specification
Qualifications
A master or bachelor degree within audit, finance or risk management
Fluent in written and verbal English
Skills / Experience / Attributes
Demonstrate an understanding of compliance and risk management
Comfortable working to tight deadlines
Interpreting, implementing and working with an ERM framework within the 1LoD
Process risk and control assessments, a proven to identify control weaknesses and gaps
The courage and ability to provide constructive challenge to process experts where appropriate
Control design and implementation
Strong written and verbal communication skills including presentation skills
High level of flexibility and a positive attitude to innovation and change
Be willing to travel
Demonstrate high level of governance understanding
Development of reporting skills, as information will need to be communicated to all levels within the organisation, including ISS and client global senior management teams","$10,000","$8,500",Monthly,Manager,Risk Manager
15,17,Information Technology,LIBERTY WIRELESS PTE. LTD.,Permanent,Closing on 22 Feb 2019,South,Posted 23 Jan 2019,"A degree in Business, Marketing or Technology
Extensive experience in new product development
Interest in telco industry
Experience in pricing and segmentation
Passionate about technology and disruptive models
Understanding & interest in telco products, margins, and insights
Staunch believer in continuous self-improvement
Project Management Skills
Research and Analysis skills
Creative ideas
Fast Learner, structured thinking
Enjoy working in a multicultural environment
Exceptional oral and written communication skills","$8,000","$5,000",Monthly,Executive,Product Manager
16,2,Information Technology,ALLEGIS GROUP SINGAPORE PRIVATE LIMITED,Contract,Closing on 22 Feb 2019,Central,Posted 23 Jan 2019,"Experience leading large complex technical changes within Avaya Contact Center
Ability to converse and consult with senior business stakeholders
Experience in owning and developing migration strategy with engineering teams and business stakeholders in an enterprise environment
Experience consolidating and architecting solutions across multiple platforms i.e. Cisco, Microsoft and Avaya.
Experience with cloud based or aaS architecture migrations or hybrid infrastructure solutions.
Avaya Contact Center or Avaya Networking certified
Cisco Certifications highly regarded
AWS or Azure certifications
Degree or equivalent experience within computer science
TOGAF and or PMP, Prince2 also highly regarded","$15,000","$10,000",Monthly,Professional,Avaya Contact Center Solutions Architect
17,0,Information Technology,CIRRUS TECH SOLUTIONS PTE. LTD.,"Contract, Full Time",Closing on 22 Feb 2019,Islandwide,Posted 23 Jan 2019,"Background as a software developer, this role will involve coding
Strong in modern Digital architectures such as cloud-first or server-less
Familiarity with public cloud providers, particularly AWS
Deep understanding of open-source development and communities (ideally involved in the Serverless Framework project)
Minimum of 3 years of experience with Amazon Web Services. Candidate must have strong experience with multiple AWS services beyond traditional IaaS
Candidate must have at least 2 AWS Associate Certifications (Solution Architect Associate, Developer Associate ideally) or 1 Professional
Hands-on AWS experience with a minimum of 2 implementations (preferred in Enterprise scale environments)
Experience with at least one programming language (compiled or scripted languages): Python, NodeJS, Java, C#
Experience with API management and specifications (OpenAPI framework, Swagger)
Experience with DevOps practices (versioning, CI/CD, code quality, cloudformation, terraform, automated testing)
Experience in working in Agile and Continuous Integration/Continuous Delivery methodologies
Experience with authentication protocols such as auth 2.0","$8,500","$6,500",Monthly,"Professional, Executive",Software Developer (AWS)
18,49,Environment / Health,UNIVERSAL PICTURES (SINGAPORE) HOLDINGS PTE. LTD.,"Permanent, Full Time",Closing on 22 Feb 2019,Central,Posted 23 Jan 2019,"ABOUT YOU: DESIRED CHARACTERISTICS
You are: -
A resourceful and self-driven tech savvy individual with constant curiosity coupled with a pioneering attitude.
Outstanding in interpersonal skills
Demonstrate high levels of initiative with positive energy, and are able to work independently in a team environment.
Consistently able to work effectively with different teams and cultures within a multinational, diverse environment.
An excellent and confident communicator in multi formats such as written, verbal and visual presentations.
Meticulous in all that you execute and have a keen eye for detail.
Able to work under pressure and deliver within deadlines and thrive is a complex, fast paced environment.
Excellent in project management, highly organized, able to prioritize and manage time efficiently.
Familiar with the NBCUniversal brand and are passionate about the industry. 
  QUALIFICATIONS & REQUIREMENTS
5+ years’ experience in similar field.
Professional Qualifications - NEBOSH International Diploma in Occupational Health and Safety
Professional Membership - Member of IOSH or working towards Chartered Member of IOSH (Singapore Branch)
Must show initiative and have genuine interest in media and entertainment business.
Highly motivated.
At ease with managing, influencing and further enhancing relationships at CXO level within our Client base.
Analytical and enquiring mind with good understanding of Asian markets and cultures.
Fluency in a local second language would be an advantage.
Proficient with technology and MS Office a given.
   ","$100,000","$80,000",Annually,Manager,EHS Manager
19,0,"Banking and Finance, Information Technology",TECHCOM SOLUTIONS & CONSULTANCY PTE. LTD.,"Contract, Full Time",Closing on 22 Feb 2019,Islandwide,Posted 23 Jan 2019,"6-8 years working experience
Good hands on experience in Protegrity Security implementation
Working knowledge on AWS Cloud environment, integrations and log management
Good hands on experience in Symantec CASB implementation in AWS
Integration of Symantec CASB with DLP
Data Security implementation using Symantec DLP.","$7,000","$5,000",Monthly,Middle Management,"Security Protegrity, Symantec CASB / DLP - Security Consultant"
20,6,Design,ECOMMERCE ENABLERS PTE. LTD.,Full Time,Closing on 22 Feb 2019,South,Posted 23 Jan 2019,"Minimum 3 years of professional UI/UX design with web/mobile app focus
Bachelor’s Degree or Diploma in design or a related field
Strong verbal, written, visual communication skills in English
Extensive portfolio of work across multiple platforms (UI design, illustration, brand development)
Proficient in Sketch and Adobe Suite, Invision, Or related prototyping softwares
Understanding of UI, UX, interaction design, HCI and animation principles
Basic understanding of HTML/CSS
Attention to detail and consistency
Thrive in a fast-paced environment and able to collaborate with a team, as well as being able to work autonomously
Passionate about being apart of an integral part of solving complex problems with simple, easy-to-use solutions
Comfortable giving and receiving critical design feedback
Ability to present design in the context of strategy and user/cultural insights with a persuasive, collaborative approach.
Committed to meeting deadlines and skilled at handling multiple projects simultaneously
Self-driven, independent with commitment to excellence","$8,500","$5,000",Monthly,Executive,Product Designer
21,21,"Marketing / Public Relations , Sales / Retail",NIKON SINGAPORE PTE. LTD.,Permanent,Closing on 22 Feb 2019,Central,Posted 23 Jan 2019,"Minimum Diploma/Degree in Marketing/Business Studies majoring in Marketing or relevant qualification
At least 2 years of relevant experience in sales and marketing
Proficient in MS Office (Excel, Word and PowerPoint) Photoshop or other graphic/web designing software will be an advantage.
Willingness to travel (10% - 20% per month)
Excellent interpersonal, communication, analytical and writing skills
Meticulous and resourceful
Proactive team player with initiatives
Independent and fast-learner with positive working attitude
Ability to multi-task and work under pressure in a fast-paced environment
Good time management with the ability to meet tight deadlines
Knowledge in photography and digital camera technologies will be an advantage",,,,Executive,Sales & Marketing Executive
22,13,Logistics / Supply Chain,BECTON DICKINSON HOLDINGS PTE. LTD.,Full Time,Closing on 22 Feb 2019,West,Posted 23 Jan 2019,"Education:
Degree in Business / Logistics / Economics
Relevant Experience:
Minimum 3 years of Supply Chain Planning / Inventory Management experience
SAP, BW, APO/SCM-SNP knowledge
Proficient in MS Excel and dashboards creations
Strong analytical and problem solving skills
Excellent interpersonal and communication skills
Business and customer oriented and a good team player
Job Competency Requirements:
A Regional Supply Planner is required to exhibit the following skills/ characteristics:
Strong supply planning and inventory skills
Able to connect the end to end supply chain processes, leads improvements to drive operating efficiency & effectiveness
Ability to perform inventory & network analytics, recommend solutions for optimization
Understand the market, able to build scenario planning to drive supply predictability
Ability to lead supply review meetings with proficient knowledge of the 5 step S&OP process.
Regulatory Competency
GDPMDS – Goods Distribution Practice for Medical Devices
 ","$3,800","$3,000",Monthly,Fresh/entry level,Regional Supply Planner
23,1,Information Technology,MANPOWER STAFFING SERVICES (SINGAPORE) PTE LTD,Permanent,Closing on 22 Feb 2019,Central,Posted 23 Jan 2019,"Degree in Computer Science, Engineering, or related disciplines. In the alternative, candidates should have at least an additional 3 years of relevant experience.
Interest and passion to develop digital platforms, and comfortable with Agile development.
Experience with GIS technology (e.g. ArcGIS API, PostGIS, GeoServer) preferred.
Experience with front end development
JavaScript frameworks - React, Leaflet, Bootstrap.
Mapping frameworks - Leaflet, Google Maps APIs, OneMap v2.0 APIs.
Able to work well with a team and be willing to learn.
Effective presentation, communication and writing skills.
Exciting, enriching and fast pace working environment.
Exploring new technologies to meet business needs.
Permanent position","$8,000","$5,000",Monthly,Non-executive,Executive System Analyst - Geospatial / GIS
24,5,Information Technology,NANYANG TECHNOLOGICAL UNIVERSITY,Contract,Closing on 22 Feb 2019,Central,Posted 23 Jan 2019,"REQUIREMENTS:
Strong communication skills
Strong project management skills
Strong people management skills
Strong troubleshooting skills
Strong analytical skills
Open-minded
Responsible
Able to work in a team and independently as required
Pro-active
An eye for detail
Knowledge of quality and process improvement techniques
Continual improvement
Automation and scripting experience (e.g. Powershell, Linux, shell scripting)
Working knowledge of networking technologies (TCP/IP, DNS, DHCP)
Good working VMware Vsphere ESX (Microsoft Hyper-V technology experience is also a plus)
Windows and Linux Server administration skills with experience in supporting systems in a highly available environment.
Experience with HP Blade Enclosures
Security experience (patch management, endpoint protection, systems hardening).
Experience with Service-now or other ITIL products is a plus.
A sense of urgency in getting the job done. May need to work extra hours and weekends when needed.
Familiarity with project management tools and/or software packages.
EDUCATION:
Bachelor’s Degree in Computer Science, Engineering or a related discipline.
VMware certification
Microsoft certification
Red Hat certification would be advantageous
Database (MSSQL,Oracle) would be advantageous
Network certification would be advantageous
Cybersecurity certification would be advantageous","$8,000","$4,200",Monthly,Professional,IT Infrastructure / Systems Administrator (VMware)
25,0,Public / Civil Service,MINISTRY OF HOME AFFAIRS,Full Time,Closing on 23 Feb 2019,Full Time,Posted 23 Jan 2019,,,,,,Senior Executive / Senior Manager (Logs and Sensor Deployment)
26,0,Information Technology,MANPOWER STAFFING SERVICES (SINGAPORE) PTE LTD,"Permanent, Full Time",Closing on 22 Feb 2019,Central,Posted 23 Jan 2019,"Must have enterprise storage and backup experience
Minimum 5 years of experience in Enterprise Storage Management, Operating System Support, Network Communications, Application Integration, Monitoring and Alerting, and Operational Process development and control
Experience in high availability, 24/7/365 virtualized infrastructures
Able to create script to automate tasks
Preferred Experience include 
Storage Technologies: Dell EMC, PureStorage or similar.
Backup Technologies: Avamar / Networker on Data Domain
Storage Fabric Technologies: Brocade SAN Directors or similar
Operating Systems: Windows, Linux, VMware ESX
Database concepts: SAP Hana, MS SQL, Oracle
Cloud experience a plus","$6,500","$4,500",Monthly,Senior Executive,Storage Systems Engineer (Central)
27,8,"Accounting / Auditing / Taxation, Admin / Secretarial, Education and Training, Others",WSH EXPERTS PTE. LTD.,Full Time,Closing on 22 Feb 2019,East,Posted 23 Jan 2019,"GCE O level education.
Possess knowledge of accounting principles and procedures, and software including word processing, spreadsheets, and databases.
Experience in accounting software or any oracle platform-based software prefered.
Pivot table, Vloopup and Mail Merging and bookkeeping preferable.
Strong problem-solving and organizational skills; and
Candidate with similar experience in school management environement will be preferred.","$2,200","$1,700",Monthly,Non-executive,Account Clerk | MOE School
28,0,Information Technology,MINDTECK SINGAPORE PTE LTD,"Contract, Full Time",Closing on 22 Feb 2019,South,Posted 23 Jan 2019,"8+ yrs experienced lead
Should be an expert on AWS cloud and Big data (structured/unstructured) stacks (Hadoop/Spark)
Good command over data integrations, processing, standardization, quality etc","$7,000","$5,000",Monthly,Professional,Lead Engineer (AWS / Bigdata)
29,4,Accounting / Auditing / Taxation,AGAPE CHILD CARE(CCK) PTE. LTD.,"Permanent, Full Time",Closing on 22 Feb 2019,South,Posted 23 Jan 2019,"~ Assign account codes to all transactions in the accounting system.
~ Calculate customer/supplier account balances and reconcile with totals.
~ Compile the relevant business documentation used in banking processes.
~ Enter accurate and timely data into the accounting system.
~ Maintain accurate financial records and statements.
~ Perform month-end closing activities.
~ Process payroll transactions into the organisations accounting system.
~ Record and process all business transactions within the organisations accounting system using principles of double-entry accounting.
~ Record transactions and events relating to inventory, accruals, prepayments, capital structure and finance costs.
~ Record transactions and events relating to sales, purchases, receivables, payables and cash.
~ Retrieve system reports from the accounting system for managements use.
~ Use relevant IT systems and tools effectively for data analysis.","$2,000","$1,600",Monthly,Non-executive,Accounts Assistant
30,35,General Management,LVMH FRAGRANCES AND COSMETICS (SINGAPORE) PTE LTD,Permanent,Closing on 22 Feb 2019,Central,Posted 23 Jan 2019,"• Strong information systems and analytical skills
• High tolerance for ambiguity
• High level at facilitated problem solving
• Good interpersonal, communication and presentation skills
• Ability to maximize resources and prioritize the tasks
• Continuous improvement oriented and open minded","$8,500","$6,500",Monthly,Manager,Demand & Business Support Manager
31,3,Building and Construction,"CHINA RAILWAY FIRST GROUP CO., LTD. SINGAPORE BRANCH",Full Time,Closing on 22 Feb 2019,East,Posted 23 Jan 2019,"Minimum with 3 years experiences as Resident Surveyor for MRT/Road Project
Diploma in land surveying, Geology/Geophysics or Civil Engineering preferred with relevant land surveying working experience
Must meet the requirement of LTA for Resident Surveyor
Familiar with structure, architectural and M & E drawings and able to interpret and coordinate
Posse good leadership and organizing abilities and prepare to work long hours when necessary","$9,000","$6,000",Monthly,Executive,Resident surveyor
32,4,Repair and Maintenance,THE SUPREME HR ADVISORY PTE. LTD.,Full Time,Closing on 22 Feb 2019,Central,Posted 23 Jan 2019,"Dylan Then Reg No: R1878687
The Supreme HR Advisory Pte Ltd EA No: 14C7279
 ","$2,400","$2,000",Monthly,Junior Executive,Aerospace technician [CAAS / Overhaul / Mechanical]
33,16,Legal,GOOGLE ASIA PACIFIC PTE. LTD.,Full Time,Closing on 22 Feb 2019,South,Posted 23 Jan 2019,"Minimum qualifications:
- Bachelor's degree or equivalent practical experience.
- 4 years of experience in a secretarial position, including managing international corporate maintenance matters from either a law firm or an in-house legal department.
Preferred qualifications:
- Ability to draft and review legal documents, analyze legal advice and apply legal advice to business needs.
- Ability to work on a broad variety of legal matters.
- Hard working, well-organized and detail-oriented, with ability to manage numerous projects simultaneously under deadline pressure.
- Excellent analytical skills.
- Excellent interpersonal skills, dynamic and highly team-oriented.","$14,400","$7,200",Monthly,Executive,Legal Specialist - Singapore
34,41,Accounting / Auditing / Taxation,CAD-IT CONSULTANTS (ASIA) PTE LTD,Permanent,Closing on 22 Feb 2019,North,Posted 23 Jan 2019,"~ Advise management on the organisations exposure to risks and the involvement of financial institutions, money market instruments and treasury management functions where applicable.
~ Analyse and assess the impact of investment decisions on the financial position of the organisation.
~ Analyse the financial performance and position of the organisation and develop suitable accounting policies to meet reporting requirements.
~ Analyse, compile and present management information for managerial decision making.
~ Apply appropriate appraisal techniques and consideration for taxation, inflation and risk in investment decisions.
~ Articulate to management all relevant tax issues to minimise the organisations tax liabilities.
~ Assess the chargeable gains and losses of the organisation, as well as capital gain tax liabilities.
~ Calculate accounting ratios relating to profitability, liquidity, efficiency and position.
~ Evaluate the effectiveness of the organisations financial system and determine any areas of improvement.
~ Identify and adopt business intelligence tools to analyse financial data and information.
~ Identify and calculate both financial and non-financial performance measurements for reporting on the organisations performance.
~ Manage a documented system of accounting policies and procedures.
~ Oversee the preparation of the organisations budget.
~ Plan and coordinate the annual financial audit process.
~ Provide financial leadership and strategic thinking to support sustainable value-creation.
~ Resolve issues and deficiencies arising from audit findings.
~ Respond to internal and external auditors on audit data, variances and audit findings.
~ Supervise and review the preparation of consolidated financial statements, business activity reports and forecasts for management and external stakeholders.
~ Supervise the calculation of taxable income and income tax liabilities of the organisation.
~ Use management information systems strategically for effective management and control of the business.","$6,500","$5,000",Monthly,Senior Management,Finance Manager
35,4,Information Technology,WIZLEARN TECHNOLOGIES PTE. LTD.,"Contract, Full Time",Closing on 22 Feb 2019,Islandwide,Posted 23 Jan 2019,"Diploma or Degree in Information Technology or equivalent
Excellent communication & interpersonal skills
Minimum 1 year of working experiences in a progressive information technology role
Good planning and communication skills
Interested candidates are invited to apply online by clicking  ‘APPLY NOW’ button below with an updated resume.
Only shortlisted candidates will be notified. ","$3,000","$1,700",Monthly,Executive,ICT Executive (Infocomm Technology Executive)
36,32,Accounting / Auditing / Taxation,BANYAN TREE HOTELS & RESORTS PTE. LTD.,Permanent,Closing on 22 Feb 2019,West,Posted 23 Jan 2019,"Actual consolidation – Monthly, Quarterly, Annual
• Check the consolidation packages submitted by subsidiaries and correct errors, if any.
• To monitor more closely whether any entities having difficulties with Hyperion and offer assistance and guidance. 
• Perform P&L and BS related party transactions (RPT) eliminations and ensure the differences are reconciled and resolved.
• Prepare and post monthly consolidation adjustments with proper supporting documents and clear narrations.
• Generate monthly consolidation working file (ie. BS, P&L, Cash flow Statement etc).
• Prepare monthly segment schedules (ie. HI, HM, HR, Spa, Gallery, PS, HO & Other segments) for analysis purposes.
• Prepare notes to accounts.
• Prepare quarterly/year-end schedules (ie. Key ratios, Admin & other operating expenses breakdown, etc.)
• Perform monthly cash flow proof, MI proof, associates proof, opening balances proof, P&L reconciliation, etc.

Forecast/Budget

• Prepare segment schedules for analysis purposes.
• Any adhoc reports relating to Forecast and Budget

Miscellaneous
• System upgrading or other process improvement projects.
• Adhoc projects such as assist in impact analysis on acquisition or disposal of subsidiaries and associates or other corporate restructuring.

Requirements
• Degree in Accountancy or equivalent professional qualifications (ACCA)
• Minimum 5 years working experience
• Prior experience in Listed companies large MNCs performing consolidation role preferred
• Strong knowledge of Singapore GAAP
• Position based in Singapore Corporate Office @ Upper Bukit Timah Road
• 5-day work week
We regret that only shortlisted candidates will be notified.
Please email resume in MS Word format with current & expected salary, & availability to: Ms Yi Ting @ Tan.Yiting@banyantree.com","$4,500","$4,000",Monthly,Professional,Accountant
37,0,Public / Civil Service,"MINISTRY OF CULTURE, COMMUNITY AND YOUTH",Permanent,Closing on 08 Feb 2019,Permanent,Posted 23 Jan 2019,,,,,Manager,Senior Manager / Manager(Youth)
38,3,Information Technology,SENSORFLOW PTE. LTD.,Permanent,Closing on 22 Feb 2019,Central,Posted 23 Jan 2019,"Requirements
Expertise in standard UX software such as Sketch, OmniGraffle, Axure, InVision, UXPin, Balsamiq, Framer.
Basic HTML5, CSS3, and JavaScript skills are a plus. (If you like to get your hands dirty in this space we welcome it)
Ability to work with customers to understand detailed requirements and design complete user experiences that meet customer needs and vision.
Extensive experience in using UX design best practices to design solutions, and a deep understanding of mobile-first and responsive design.
A solid grasp of user-centered design (UCD), planning and conducting user research, user testing, A/B testing, rapid prototyping, heuristic analysis, usability and accessibility concerns.
Ability to iterate designs and solutions efficiently and intelligently.
Ability to clearly and effectively communicate design processes, ideas, and solutions to teams and clients.
Be passionate about resolving user pain points through great design.
Be open to receiving feedback and constructive criticism.
Be passionate about all things UX and other areas of design and innovation. Research and showcase knowledge in the industry’s latest trends and technologies.","$6,000","$4,000",Monthly,Professional,UI-UX Designer
