,Applications,Categories,Company,EmployType,ExpiryDate,Location,PostedDate,Requirements,SalaryHigh,SalaryLow,SalaryRate,Seniority,Title
15,2,Information Technology,ALPHANOVA PTE. LTD.,Full Time,Closing on 10 Feb 2019,Central,Posted 11 Jan 2019,"Requirements
Core skills (Have used or applied in previous project):
NodeJS, Express.JS
PHP, Laravel
HTML & CSS + LESS/SASS
React, Angular
Cloud Platforms & Infrastructure (e.g. IBM Bluemix, AWS) 
Relational databases (MySQL, MariaDB, …)
NoSQL database (MongoDB/CouchDB) 
Git source code control and Github 
Linux OS and/or Mac OS 
Knowledge in Mobile Development (iOS, Android) is an advantage.","$7,000","$5,000",Monthly,Executive,Full Stack Software Engineer
16,3,Logistics / Supply Chain,THE GOLDEN DUCK PTE. LTD.,Full Time,Closing on 10 Feb 2019,North,Posted 11 Jan 2019,"Min. 'O' LevelPreferable able to communicate in English (basic).
Preferable 1-2 years working experience.
5.5 days work week (altern Saturday off), off on Sundays
Stacker / Forklift license is required
1 meal provided 
Salary will commensurate accordingly to experience & qualifications","$2,000","$1,600",Monthly,Non-executive,Warehouse Assistant
17,3,Engineering,CHIYODA SINGAPORE (PTE.) LIMITED,Permanent,Closing on 10 Feb 2019,West,Posted 11 Jan 2019,"Diploma in Civil Engineering
5 years in execution of engineering and design work in petrochemical and oil & gas plants
Has experience in using 3D modelling software","$3,500","$2,800",Monthly,Professional,Civil & Structural Designer
18,3,Engineering,CHIYODA SINGAPORE (PTE.) LIMITED,Contract,Closing on 10 Feb 2019,West,Posted 11 Jan 2019,"Diploma in Civil Engineering
5 years in execution of engineering and design work in petrochemical and oil & gas plants
Has experience in using 3D modelling software","$3,500","$2,800",Monthly,Professional,Civil & Structural Designer
19,8,Engineering,CHIYODA SINGAPORE (PTE.) LIMITED,Contract,Closing on 10 Feb 2019,West,Posted 11 Jan 2019,"Diploma in Mechanical Engineering
3  years in execution of piping design work in petrochemical and oil & gas plants
Has experience in using 3D modelling software","$3,500","$2,800",Monthly,Professional,Piping Designer
20,8,Engineering,CHIYODA SINGAPORE (PTE.) LIMITED,Permanent,Closing on 10 Feb 2019,West,Posted 11 Jan 2019,"Bachelor Degree in Civil Engineering
10 years in execution of engineering and design work in petrochemical and oil & gas plants
Has Lead Engineer role experience
Familiar with Euro Code design works","$6,500","$5,500",Monthly,Professional,Senior Civil & Structural Engineer
21,12,Engineering,CHIYODA SINGAPORE (PTE.) LIMITED,Permanent,Closing on 10 Feb 2019,West,Posted 11 Jan 2019,"Bachelor Degree in Mechanical Engineering
10 years in execution of engineering and design work in petrochemical and oil & gas plants
Should be conversant with applicable safe working practices, quality and standards
Has 3 years Lead Engineer role experience.
Proficient in using 3D modelling software and Caesar II.","$7,500","$6,500",Monthly,Professional,Principal Piping Engineer
22,14,Engineering,CHIYODA SINGAPORE (PTE.) LIMITED,Permanent,Closing on 10 Feb 2019,West,Posted 11 Jan 2019,"Diploma or Degree in Engineering / Business Administration
Minimum 3 years of relevant experience in subcontracting
Have subcontracting work experience in the Construction / Engineering industries
Proficient in MS office and IT tools
Good interpersonal, communication and strong negotiation skills, attentive to details","$4,500","$3,500",Monthly,Professional,Subcontract Engineer
23,64,Human Resources,TOOKITAKI HOLDING PTE. LTD.,Full Time,Closing on 10 Feb 2019,East,Posted 11 Jan 2019,"Our ideal candidate is a business-minded HR leader with at least 12 years of experience building people strategies for big and emerging businesses for one of the world's fastest-growing and most valuable technology companies. He/she should have proven success partnering with global executive leadership teams across sales & marketing, product & engineering and FP&A. The candidate should also be a trusted advisor with an extensive track record of quickly establishing credibility and executing effectively across teams and partners of all levels. The key responsibilities of the position include, among others:
Partnering, coaching, and providing guidance to business leaders (including the CXOs, General Managers, and VPs) on people-related topics
Devising new ways of scaling and innovating business by investing in people
Leading core HR programs and providing expertise in leadership & management coaching, developing HR strategy, advising on people and business issues, talent assessment and development, performance management, employee relations, learning and development, compensation, and rewards & recognition programs
Overseeing HR for Engineers, Product Managers, UX/UI, and other technical employees. This includes talent management, organizational design, compensation, succession planning, leadership development, management effectiveness, performance management, employee relations, etc
Working as an HR Business Partner on the core team that designs and scales HR practices to support the culture and fast growth
Required Skills and Expertise
12-15 years of experience
Passionate about enabling people to scale businesses.
Demonstrated team building and people management skills
Experienced in hiring and scaling high-performance teams to address new areas of growth
Very strong communication skills both written and verba
~ Actively participate in professional associations, present thought leadership and insights, and share knowledge gained with others through various channels
~ Advise senior business leaders and stakeholders on the design of the organisation structure to enable business strategy and support the business objectives aligning to the organisation's vision, mission and goals
~ Advise senior business leaders and stakeholders to invest strategically on people related matters where it has high impact on current and future workforce performance
~ Advocate the people agenda in all matters to cultivate a culture where employees in the organisation are valued and engaged
~ Apply a value-based or principle-based approach to dealing with dilemmas or paradoxes and being the 'conscience' of the organisation in such situations
~ Articulate desired key behaviours premised upon organisational values and desired cultural traits to influence employees to embrace the values and desired culture
~ Articulate organisation's rewards philosophy that includes employee value propositions, nonmonetary rewards and performance based monetary rewards to motivate workforce and drive high performance
~ Articulate the alignment and impact of HR strategy, goals and initiatives on workforce, business and financial performance
~ Articulate the impact of changes to employees and change readiness of employees, provide strategic inputs and provide visible support in all communications initiatives to support change interventions and employee engagement initiatives
~ Champion large-scale employee-related or HR initiatives that sets the trend in the industry and enhances the organisation's branding and position as an employer of choice in the industry
~ Champion organisation development or change interventions to develop and increase organisational agility and drive high performance culture in the workplace aligning to organisation's strategy and objectives
~ Champion organisational values and cultivate desired culture with other senior business leaders and stakeholders
~ Champion people related initiatives with senior business leaders and stakeholders to promote and enhance employee engagement across the organisation
~ Champion the adoption of workforce analytics (HR metrics and data analytics) as a business intelligence tool that enables sound and informed decision-making around workforce and people management
~ Define the impact of current marketplace dynamics and current and future industry trends on the organisation's HR strategy and initiatives prior to implementation
~ Deliver credible and persuasive presentations to senior business leaders and stakeholders and display deep understanding of the business and industry
~ Display professional maturity and executive presence in dealing with contentious or sensitive topics during discussion with senior business leaders and stakeholders
~ Engage with members of the board and executive suite level on board-related and organization group-wide issues, such as board member and executive suite member
~ Evaluate impact of HR policies and programmes on workforce performance taking into consideration of the priorities, industry, size and complexity of the organisation as well as risks,costs and benefits to the organisation
~ Evaluate the implications of the external environment (political, regulatory, economic, social, technological, legal) on the industry, organisation and people, and respond to challenges in an agile manner
~ Formulate and shape the organisation's business strategy and enterprise risk management with senior business leaders and stakeholders by giving inputs related to business and people agenda
~ Formulate the overall learning and development strategy and lifelong learning philosophy through a multi-pronged approach to structured and unstructured learning, coaching, mentoring,and on-the-job training to cultivate a culture of lifelong learning, resilience and change agility
~ Help leaders and stakeholders in such a manner that both organisation's and employees interests are protected
~ Identify and assess an organisation's current and future core capabilities required to deliver against business strategy in a competitive operating environment and changing business landscape and economic conditions
~ Identify strategies for managing and resolving organisational challenges in the areas of ethics, culture and performance
~ Influence best practices by leveraging lessons learned from HR community and marketplace trends, setting the trend and innovating HR solutions to position the organisation as an employer of choice
~ Integrate global best practices in formulating HR strategies to position the organisation as a recognised leader in the industry
~ Keep pace with the latest trends and developments in HR concepts, tools, techniques, technology and innovative solutions so as to bring insights to enhance value of HR to businesses
~ Lead HR transformation programmes in pursuit of optimised workforce, HR technology and operational excellence in the delivery of HR services
~ Lead the talent agenda by overseeing the development and strengthening of the talent bench strength and leadership pipeline in order to a build high performance workforce, meet succession needs and ensure business continuity and sustainability
~ Lead the team in managing complex organizational change and provide insights and guidance to deal with the resulting ambiguity to ensure minimal disruptions to the operations within the organisation and employees are engaged
~ Oversee the design and delivery of HR strategy and initiatives and ensure alignment of the HR imperatives to the organisation's strategic goals and business imperatives
~ Position the HR function as a business partner with other business leaders by forging closer relationships and working collaboratively with them to add value to business and employee agenda
~ Promote changes to the existing operating environment that positively impacts working relations and partnerships with internal and external stakeholders
~ Provide clarity to the expected conduct and behaviours of all employees by ensuring behaviours are consistent with the values of the organisation
~ Provide effective governance and oversight to instill the necessary discipline in policy enforcement and issue resolution
~ Provide industry trends and strategic insights across a range of internal business changes and imperatives (dealing with multi-generational workforce, adapting to the changing operating environment, operating effectively across cultures, harnessing innovation, managing digital and technology impact, and transforming HR) to enable senior business leaders and stakeholders to make decisions that help the organisation to be future-ready
~ Provide strategic direction for HR function and initiatives based on insights derived from business performance metrics, HR metrics, and external industry benchmark data
~ Recognise the business implications of upholding ethical principles and proper conduct, and cultivate a highly ethical work environment by holding the HR function to the highest standards of ethical and professional conduct
~ Scan the local, regional and international business landscape to identify emerging trends and develop long-term strategies, provide insightful perspectives and foresights so as to always take pre-emptive action to capitalise on new opportunities or navigate people-related risk and regulatory complexities
~ Steer large scale organisational change or transformation programmes, acting as advisor and change champion
~ Understand and interpret business and financial performance metrics from people's perspective to identify key challenges and root causes and recommend strategic solutions related to workforce performance","$13,500","$12,000",Monthly,Professional,Human Resource Director
24,34,Information Technology,TOOKITAKI HOLDING PTE. LTD.,Full Time,Closing on 10 Feb 2019,East,Posted 11 Jan 2019,"Our Ideal Candidate
Identifying ideal venture capital firms that can provide capital, strategic assistance, introductions to potential customers, partners, and employees and more
Developing strategies to obtain VCs’ attention into the company’s core business and investment opportunities. Creating/modifying investor pitch deck based on various needs
Understanding if the investors’ focus aligns with the company and its stage of development
Scheduling meetings with VC firms and following up with more meetings and conversations if required
Making effective presentations to VC firms, highlighting founders’ success, company growth, proprietary technology and efficiency of the business model
Actively participating in the creation, issuance and negotiation of term sheets with investors and in the due diligence process
Negotiating company valuation and form of investment at the time of investment in favour of the company
Helping draft and negotiate legal documents from both sides to evidence the investment
Overviewing the capitalization structure of the company and suggesting changes in consultation with founders
Requirements
Two to five years of work experience in the VC space with demonstrated operational, analytical, research, communication and presentation skills
Deep knowledge about funding process, anticipated deal terms and potential issues that may arise during and after funding
Demonstrated ability to rapidly understand and evaluate markets, VCs and emerging technologies
Self-driven with a knack to work in a small team, exceptionally personable, intellectually fierce, and task-oriented 
Desired Non-technical Requirements
Very strong communication skills both written and verbal
Strong desire to work with start-ups
Must be a team player
Job Perks
Attractive variable compensation package
Flexible working hours - everything is results-oriented
Opportunity to work with an award-winning organization in the hottest space in tech - artificial intelligence and advanced machine learning","$10,000","$7,000",Monthly,Middle Management,Investment Analyst
25,66,Information Technology,TOOKITAKI HOLDING PTE. LTD.,Full Time,Closing on 10 Feb 2019,East,Posted 11 Jan 2019,"Role: Director, Client Engagements              
Our Ideal Candidate
Tookitaki is looking for a Director, Client Engagements with a work experience of 10+ years.
Ensuring successful delivery across client lifecycle: pilot, transition to production, Go-live and ongoing support
Playing a key role in retention and managing account relationships
Coordinating with the product development team in shaping product roadmap for applications – AMLS and RS
Helping the sales team with any pre-sales effort required
Desired Non-technical Requirements
Very strong communication skills both written and verbal
Strong desire to work with start-ups
Must be a team player
Job Perks
Attractive variable compensation package
Flexible working hours - everything is results-oriented
Opportunity to work with an award-winning organization in the hottest space in tech - artificial intelligence and advanced machine learning","$20,000","$15,000",Monthly,Middle Management,"Director, Client Engagements"
26,7,Customer Service,CARLTON HOTEL (SINGAPORE) PTE LTD,Full Time,Closing on 10 Feb 2019,East,Posted 11 Jan 2019,"GCE ‘O’/’N’ Level
At least 2 years in a similar position
Possesses a friendly personality
Good knowledge on PMS Opera system
Good grooming standard with a pleasant personality",,,,Fresh/entry level,Guest Services Officer
27,2,"Information Technology, Marketing / Public Relations",TOOKITAKI HOLDING PTE. LTD.,Internship,Closing on 10 Feb 2019,East,Posted 11 Jan 2019,"Our Ideal Candidate
Our Marketing team is looking for a Marketing Intern, who will be:
Developing and managing the events calendar for the FinTech industry for the year 2019 and pro-actively monitoring the industry in order to apply for awards & recognition as well as accelerator programs 
Creating and updating Tookitaki's profile on industry-specific platforms to raise the brand awareness. Managing all forms of communication with the stakeholders’ involved in the process
Assisting in content creation for inbound and outbound marketing initiatives across all social media channels
Brainstorming to create campaigns that are in line with our company’s brand positioning and communications strategy
Creating a repository of content resources to drive traffic, awareness, and leads across all social media channels
Desired Requirements
Very strong communication skills both written and verbal
Strong desire to work with start-ups
Must be a team player","$1,500","$1,000",Monthly,Fresh/entry level,Intern - Marketing
28,7,Engineering,TOOKITAKI HOLDING PTE. LTD.,Full Time,Closing on 10 Feb 2019,East,Posted 11 Jan 2019,"Our Ideal Candidate
Our engineering/research team is looking for a Sr Researcher with 3+ years’ solid research experience, who:
Is abreast with the state-of-the-art solutions related to evolving ML areas like Auto ML, explainable and interpretable ML, and online continuous learning.
Has deep interest and experience working on open-ended research problems in machine learning.
Would like to spend the next few years in implementing research ideas into product features to make an industry-wide impact.
Is well versed with computer science skills required to implement the algorithms on big data sets.
Has experience in parallelizing traditional algorithms to leverage advanced computing infrastructure and distributed systems.
Enjoys publishing research findings and presenting them at advanced ML conferences.
Would like to constantly experiment with new research ideas, find its applicability with
our products to push the boundary forward.
Desired Non-technical Requirements
Very strong communication skills both written and verbal
Strong desire to work with startups
Must be a team player
Job Perks
Attractive variable compensation package
Flexible working hours - everything is results-oriented
Opportunity to work with an award-winning organization in the hottest technology spaces -- artificial intelligence and advanced machine learning
Email: careers@tookitaki.com","$12,000","$8,000",Monthly,Middle Management,Researcher
29,7,Information Technology,TOOKITAKI HOLDING PTE. LTD.,Full Time,Closing on 10 Feb 2019,East,Posted 11 Jan 2019,"Preferred Qualifications & Skills
BA/BS degree or equivalent from a reputed institution
5+ years of relevant experience, including pre-sales and/or enterprise consulting
experience in a regional or global organization in positions of increasing responsibility
Proven track record of results leading customer success stories
Relevant technical certifications and business/systems consulting experience are
strongly recommended
Ability to travel (25-50%, may be higher or lower based on the client engagement)
Demonstrated knowledge of a formal system implementation methodology –
requirements gathering, design, build/test and deploy (Agile methodology preferable)
Superb written and oral communication skills
Proven ability to lead and execute responsibilities simultaneously
Penchant for service excellence and a collaborative style
Subject matter expertise in financial services is highly preferred
Passion for predictive analytics, artificial intelligence and machine learning
Proven track record working, contributing and leading within a team environment
Logical thinker with an engineering or technical background is preferred
Leadership Qualities
IMPECCABLE LISTENER: Listens intently to understand client’s existing processes and probes with relevant and insightful questions
PASSION: Passionate about AI & ML, and about architecting solutions and, above all else, about customer success
BEGINNERS’ MIND: Always learning; approaches each interaction with an open mind; great listener and hands-on
COMMUNICATOR: Speaks and writes with clarity, brevity, and purpose; explains area of expertise clearly and confidently to others; influences and engages C-Level with authority and confidence
STORYTELLER: Confidently and effectively facilitates and presents; ably defends point-of- view; keeps audiences engaged and delivers a clear and memorable message
TEAM PLAYER: Proficient at collaboration and working with members of a team
URGENCY: Ability to move fast and drive business value and results
TRUST: Trusts the company’s core values; shows integrity, transparency, and reliability
ADAPTABLE: Excels in high levels of uncertainty and change
“ROLL UP MY SLEEVES” MENTALITY: Prefers to dive in and get hands dirty
Email: careers@tookitaki.com","$12,000","$8,500",Monthly,Middle Management,Solution architect
30,8,"Design, Engineering",NEO PERFORMANCE MATERIALS (SINGAPORE) PTE. LTD.,"Permanent, Full Time",Closing on 10 Feb 2019,South,Posted 11 Jan 2019,"Masters or PhD in Electrical Engineering with at least 5 years of experience.
Sound knowledge of electromagnetic principles, working of various motor types, electromagnetic finite element analysis (FEA) concepts.
A working knowledge of various control strategies for Permanent magnet machines will be a plus.
Fluent in the use of the commercially available analytical and finite element software’s for electromagnetic analysis.
Proficient user of the motor design tools like SPEED and Motor-CAD
Good communication skills, project management acumen, people and resource management expertise and cross-functional synergy
Well defined organizational skills and decision-making ability
Ability to prioritize multiple assignments/projects while meeting deadlines; Multi-task skills.","$9,000","$6,000",Monthly,"Manager, Professional, Senior Executive",Senior Engineer - Motor Design
31,2,Information Technology,IT CONSULTING SOLUTIONS SINGAPORE PTE. LTD.,"Permanent, Full Time",Closing on 10 Feb 2019,Central,Posted 11 Jan 2019,"At least 5 years of strong network infrastructure experience
Scripting experience (shell, PERL, Python, etc.)
Experience working on L2/L3 network device function, configuration and protocols (VLAN, TCP/IP, DHCP, IPv4, etc.)
Familiar with common industry test equipment (Cisco Switches/Routers, IXIA traffic generator etc.)
Good hands-on experience in design test beds/topologies, handling various traffic equipment/tools, reproduce customer issues etc.
Understanding of Wireless technologies and devices (CAPWAP, WLC, FlexConnect, etc.)
Hands on working experience in the design of complex networks supporting data, voice and video, WLAN in a converge environment
Experience in device platforms including Cisco, Arista, etc.
Experience in Management tool – Netscout, HPNA, NNMi etc.
Good knowledge on Test Automation development using TCL / Python / Robot Framework
In-depth understanding of L2 switching and L3 routing protocols OSPF, EIGRP, RIP, BGP, multicast, MPLS (LAN, TCP/IP, DHCP, L3 VPN, L2 VPN, VPLS
Broad IT and network related knowledge on DHCP/DNS, TACACS/RADIUS
Experience with network automation/orchestration tools/frameworks
CCIE/CCNP certification is a MUST","$10,200","$7,000",Monthly,"Professional, Senior Executive",Network Automation Engineer (Level 3)
32,0,Information Technology,ACETECH MANPOWER CONSULTANCY PTE LTD,"Contract, Full Time",Closing on 10 Feb 2019,South,Posted 11 Jan 2019,"Degree in Computer Science / Information Technology or equivalent
At least 3 years' experience in IT
Basic technical knowledge in IT network infrastructure, server platform (Unix, Windows platform) and desktops (OS and Window XP and above)
Experience in using security tools (McAfee Vulnerability Manager, Nitro Enterprise Security Manager, Penetration Testing Tool)
Certified with one or more of the following: QISP, CISSP or CISA
Interested candidates, please send us your detailed resume in MS word format, attached with your recent photograph, stating your current/last drawn & expected salary to munye@ acetech.net (EA Lic. 02C2819 / Reg No. R1878827)
We would like to thank all candidates in advance on their interest for this position and regret that only short-listed candidates will be notified.","$4,500","$3,000",Monthly,Executive,Security Engineer
33,19,"Information Technology, Others",TIGERSPIKE PTE. LTD.,Full Time,Closing on 10 Feb 2019,Central,Posted 11 Jan 2019,"You are an ambitious self-starter who shows perseverance because you are hungry for results and have a strong interest in solving technology problems. You are proactive and you simply make things happen. You have at least 4 years of experience in Enterprise Mobility sales and a track record of closing significant complex enterprise technology deals. 
You can successfully articulate the benefits of Tigerspike's unique blend of creative technology and value proposition because you have a very clear understanding of Enterprise Mobility and technology. You know so much about the current trends in mobility you can't believe you can remember it all!
You have a very strong network of local connections and industry contacts in Tier 1 and 2 businesses and/or government. Your colleagues trust you and your integrity is untouchable. 
Finally, your background is in one or more of the following areas:
Selling bespoke enterprise software applications
Account management of the delivery of enterprise technology
Consulting in the enterprise mobility space","$110,000","$80,000",Annually,Middle Management,Business Development Manager
