,Applications,Categories,Company,EmployType,ExpiryDate,Location,PostedDate,Requirements,SalaryHigh,SalaryLow,SalaryRate,Seniority,Title
10,4,Consulting,LIBERTY WIRELESS PTE. LTD.,Full Time,Closing on 28 Feb 2019,South,Posted 29 Jan 2019,"At least 4 year experience working in a product or business development role in a Technology or E-Commerce firm.
Bachelor's degree in any discipline, MBA is a plus
Familiarity with the Telecommunication and/or Internet sectors
Can-do attitude, self-starter and proven track record in driving process and operational improvements 
Proven strategies in scaling up communities (50% in 3 months), reduce lead time in operational process(25%, streamling business streams to achieve efficiency. 
A large part of this project will be focused on dealing with Indonesia regulatory and translation, as such candidates with proficiency in Bahasa Indonesia will be preferred.
Able to develop relationships with CXO, board members as well as key stakeholders
Good communication skills with deep knowledge of local customs and culture  
Ability to learn quickly and adapt","$6,500","$4,500",Monthly,Manager,International Expansion Project Manager
11,2,Information Technology,INFINITE COMPUTER SOLUTIONS PTE LTD,Permanent,Closing on 28 Feb 2019,East,Posted 29 Jan 2019,"Qualifications and Education Requirements
Degree/Diploma in IT/Computer Science
Preferred Skills
10 years of production support experience as Linux Administrator.
experience in Red Hat Enterprise Linux, Debian and Ubuntu Installation,
HP Integrity and HP-9000 Platforms and HPUX 11.11, HPUX 11.23, HPUX 11.31 Installation, System Administration, Upgrades, Migration, Troubleshooting and Performance Management.
EA License No. - 14C6941","$7,500","$5,500",Monthly,Professional,System Administrator
12,0,Information Technology,INFINITE COMPUTER SOLUTIONS PTE LTD,"Permanent, Full Time",Closing on 28 Feb 2019,East,Posted 29 Jan 2019,"5 Year of experience in IBM Spectrum Protect (Tivoli Storage Managers) and other Backup Technologies.
Experince in TSM Implementation, TSM administration and configuration.
Qualifications and Education Requirements
·         Degree/Diploma in IT/Computer Science.
  EA License No. - 14C6941","$7,500","$5,500",Monthly,Professional,System Administrator
13,0,Information Technology,JONDAVIDSON PTE. LTD.,"Permanent, Contract, Full Time",Closing on 28 Feb 2019,East,Posted 29 Jan 2019,"•         6+ years’ experience of Test Automation Framework implementation and Framework types
•         Directing and coordinating the implementation of test automation and other test tools
•         Experience of TOSCA tool and framework
•         Experience in both Test design & Test automation using TOSCA
•         Experience in Service Virtualization and service automation. Knowledge of Selenium & also SV tools like CA Lisa is added advantage.","$9,000","$5,000",Monthly,Professional,Automation Architect (TOSCA)
14,3,Education and Training,BAKING INDUSTRY TRAINING COLLEGE PTE. LTD.,"Part Time, Permanent, Contract, Freelance, Full Time",Closing on 28 Feb 2019,"South, Central",Posted 29 Jan 2019,"Qualifications:
Preferably Degree in Culinary Arts/ Pastry & Bakery or related fields
Advanced Certificate in Training and Assessment (ACTA) is required to teach WSQ programmes
WSQ Diploma in Adult Continuing and Education (DACE) will be an added advantage
Relevant Experience:
Minimum 5 years of experience in Asian or Western Cuisine or Pastry & Bakery
Personal Characteristics & Behaviours
Ability to build strong working relationships within the faculty team and management
Must value good teamwork
Possess good coaching skills and can provide the necessary support to students where needed 
HAs strong focus oncontinuous improvment
Ability to develop receipes and maintain receipe standards
Maintain daily discipline on schedules, meetings and the teaching environment
Have high standards of excellence and professionalism and behave in a manner consistent with PEI values to be role model
English is required.  Mandarin and other European language will be an advantage.","$5,000","$3,000",Monthly,Non-executive,Chef Instructor (Culinary ARts / Pastry & Bakery)
15,1,Education and Training,BAKING INDUSTRY TRAINING COLLEGE PTE. LTD.,"Contract, Full Time",Closing on 28 Feb 2019,"South, Central",Posted 29 Jan 2019,"Qualifications:
Preferably Degree in Culinary Arts / Pastry & Bakery or related field
Advanced Certificate in Training and Assessment (ACTA) is required to teach WSQ programmes
WSQ Diploma in Adult Continuing and Education (DACE) would be an added advantage
Relevant Experience:
Minimum 7 years of experience in Asianor Western Cuisine or Pastry & Bakery
Personal Characteristics & Behaviours:
Ability to build strong working relationships within the faculty team and management
Must value good teamwork
Possess good coaching skills and can provide the necessary support to students where needed
Has strong focus on continuous improvement
Ability to develop receipes and maintain receipe standards
Maintain daily discipline on schedules, meetings and the teaching environment
Have high standards of excellence and professionalism and behave in a manner consistent with the PEIs values to be role model
English is required.  Mandarin and other European languages will be an advantage.","$8,000","$5,000",Monthly,Non-executive,Senior Chef Instructor (Culinary Arts / Pastry and Bakery)
16,1,Education and Training,BAKING INDUSTRY TRAINING COLLEGE PTE. LTD.,"Part Time, Permanent, Contract, Freelance, Full Time",Closing on 28 Feb 2019,"South, Central",Posted 29 Jan 2019,"Qualifications:
Preferably Degree in Culinary Arts/ Pastry & Bakery or related fields
Advanced Certificate in Training and Assessment (ACTA) is required to teach WSQ programmes
WSQ Diploma in Adult Continuing and Education (DACE) will be an added advantage
Relevant Experience:
Minimum 5 years of experience in Asian or Western Cuisine or Pastry & Bakery
Personal Characteristics & Behaviours
Ability to build strong working relationships within the faculty team and management
Must value good teamwork
Possess good coaching skills and can provide the necessary support to students where needed 
HAs strong focus oncontinuous improvment
Ability to develop receipes and maintain receipe standards
Maintain daily discipline on schedules, meetings and the teaching environment
Have high standards of excellence and professionalism and behave in a manner consistent with PEI values to be role model
English is required.  Mandarin and other European language will be an advantage.","$5,000","$3,000",Monthly,Non-executive,Chef Instructor (Culinary ARts / Pastry & Bakery)
17,0,Education and Training,BAKING INDUSTRY TRAINING COLLEGE PTE. LTD.,"Contract, Full Time",Closing on 28 Feb 2019,"South, Central",Posted 29 Jan 2019,"Qualifications:
Preferably Degree in Culinary Arts / Pastry & Bakery or related field
Advanced Certificate in Training and Assessment (ACTA) is required to teach WSQ programmes
WSQ Diploma in Adult Continuing and Education (DACE) would be an added advantage
Relevant Experience:
Minimum 7 years of experience in Asianor Western Cuisine or Pastry & Bakery
Personal Characteristics & Behaviours:
Ability to build strong working relationships within the faculty team and management
Must value good teamwork
Possess good coaching skills and can provide the necessary support to students where needed
Has strong focus on continuous improvement
Ability to develop receipes and maintain receipe standards
Maintain daily discipline on schedules, meetings and the teaching environment
Have high standards of excellence and professionalism and behave in a manner consistent with the PEIs values to be role model
English is required.  Mandarin and other European languages will be an advantage.","$8,000","$5,000",Monthly,Non-executive,Senior Chef Instructor (Culinary Arts / Pastry and Bakery)
18,0,"Design, Events / Promotions",FYREFLYZ PTE. LTD.,"Contract, Internship",Closing on 28 Feb 2019,East,Posted 29 Jan 2019,"Requirements
Good command of the English language (Written and Spoken)
Basic knowledge in Microsoft Office
Able to communicate well over the phone
  General Responsibilities and Requirements
Willingness to learn
Resilient
Ability to solve problems creatively and effectively
Good interpersonal and communication skill
Good positive working attitude
Ensuring all tasks are fulfilled within the scheduled timeline or earlier
Internship programmes are available for 3-months, 6-months and 1 year.
  If you are interested, please send your resume to hr@fyreflyz.com.",$800,$600,Monthly,Fresh/entry level,Events Intern
19,3,"Accounting / Auditing / Taxation, Admin / Secretarial, Customer Service, Marketing / Public Relations",BAKING INDUSTRY TRAINING COLLEGE PTE. LTD.,Full Time,Closing on 28 Feb 2019,South,Posted 29 Jan 2019,"Education Qualification: Degree / Diploma / ITE / GCE 'O' Level / GCE 'N' Level
At least 2 years' experience in relevant field, preferably in Private Education Industry
Bilingual Spoken and Written
Able to handle stress and work as a team
Shows lots of initiative and hardworking
5.5 days week","$3,000","$1,600",Monthly,Executive,Administrative Support Officer
20,0,Building and Construction,INNOCOM TECHNOLOGIES PTE LTD,Full Time,Closing on 28 Feb 2019,East,Posted 29 Jan 2019,"Degree / Diploma in Engineering
Diploma in Virtual Design and Construction
Diploma in Construction Productivity
Combined experience: creating models in 3D/BIM roles/field engineering/ field surveying, field engineering and/or CAD on highway/heavy civil engineering construction projects
Familiar with a wide variety of BIM / VDC and also IDD workflow
Working knowledge of BCA Standards and industry best-practices for VDC/IDD workflow applications in the industry.
Minimum of 5 years modelling with various Revit modelling/design software and Autodesk Naviswork for Collaboration and Simulation
Working capability in document/data management, scheduling and MS Project tools (preference BIM 360 Digital Collaboration & Primavera software)","$5,000","$4,000",Monthly,Manager,BIM / VDC / IDD MANAGER
21,0,Repair and Maintenance,OAKTREE CONSULTING,Permanent,Closing on 28 Feb 2019,South,Posted 29 Jan 2019,"- NITEC/Higher NITEC/ Diploma in Digital/Electronics/Electrical Engineering or Mechatronics
- Hands on experience in troubleshooting of monochrome and color printers in a network environment is an advantage
- Own motorbike or own vehicle. 
Please send in your resume in MS Word format. 
Manimalah Suppiah, EA License No : 06C4642, EA Reg No : R1105598","$2,500","$1,500",Monthly,Fresh/entry level,Technician
22,3,Information Technology,APAR INNOSYS PTE. LTD.,Contract,Closing on 28 Feb 2019,Central,Posted 29 Jan 2019,"2+ years of relevant technical QA experience
2+ years web-based systems testing experience
Good Experience into Automation and Manual Testing.
Good experience on on API and Python  ","$7,500","$5,000",Monthly,Executive,Senior Tester
23,0,Banking and Finance,BLUECHIP PLATFORMS ASIA PTE. LTD.,Full Time,Closing on 28 Feb 2019,Central,Posted 29 Jan 2019,"**Apply here**
https://www.bluechipcareers-asia.com/jobDetails/4662/corporate-finance-specialist
For more Banking and Finance Jobs visit us at:
https://www.bluechipcareers-asia.com",,,,Manager,Corporate Finance Specialist
24,9,Real Estate / Property Management,CBRE PTE. LTD.,Permanent,Closing on 28 Feb 2019,Islandwide,Posted 29 Jan 2019,"EDUCATION and EXPERIENCE
Bachelor's degree from College or University in a technical area of study. Minimum six years of related experience and/or training. Prior experience in a supervisory position (direct report responsibilities) required if specific duties include direct report responsibilities.
COMMUNICATION SKILLS
Ability to comprehend, analyze, and interpret the most complex business documents.
Ability to respond effectively to the most sensitive issues. Ability to write reports, manuals, speeches and articles using distinctive style. Ability to make effective and persuasive presentations on complex topics to employees, clients, top management and/or public groups. Ability to motivate and negotiate effectively with key employees, top management, and client groups to take desired action.","$5,500","$3,500",Monthly,"Manager, Senior Executive",Assistant Project Manager (Office Fit-Out)
25,4,Real Estate / Property Management,CBRE PTE. LTD.,Permanent,Closing on 28 Feb 2019,Central,Posted 29 Jan 2019,"KEY REQUIREMENTS
Bachelor’s degree in Construction Management, Architecture, Engineering, Business or equivalent to appropriate 4-year college program.
At least five years’ project management or construction management experience, or any similar.
Must be detail-oriented, analytical and computer-literate with proven leadership skills.
Knowledge and understanding of construction practices and techniques; Title III of ADA, contract laws, project controls, FIDIC, and building support systems.
Proven record of providing excellent internal and external customer service
Excellent interpersonal skills and problem-solving ability.
Strong verbal/written communication skills in English.
Familiar with design, construction and supply-oriented contracts, such as, but not limited to, government contracts, FIDIC contracts, etc.
Occasional travelling required.","$12,000","$8,000",Monthly,"Middle Management, Manager",Account Program Manager
26,0,Information Technology,KRIS INFOTECH PTE. LTD.,Contract,Closing on 28 Feb 2019,Islandwide,Posted 29 Jan 2019,"Create software engineering strategies that help identify and mitigate risks
Participate and drive peer review of code and identify re-usable frameworks
Document and communicate development status in a timely manner including metric reporting
 ","$7,000","$5,500",Monthly,Non-executive,Application Developer C#
27,6,Others,EPIQ SINGAPORE PTE. LTD.,Freelance,Closing on 28 Feb 2019,Central,Posted 29 Jan 2019,"The must-haves:
Solid foundation in the English Language, both spoken and written
Possess a wide vocabulary
High computer literacy
Excellent listening skills
Self-motivated
A thirst for knowledge and new skills
A fast learner   
A positive attitude
Ability to work under pressure
Detail and quality oriented
  The nice-to-haves:
Experience in transcription, editing and/or proofreading
A degree in any discipline
Experience in the legal, print media or mass communication industries
  Selection Process: Shortlisted candidates will be required to complete an online evaluation.  Candidates who have cleared the online evaluation will be invited to an onsite assessment and briefing session.  Training will be provided for all successful candidates.","$1,000",$500,Monthly,Non-executive,Freelance Legal Transcriber
28,8,Logistics / Supply Chain,BOEHRINGER INGELHEIM ANIMAL HEALTH SINGAPORE PTE. LTD.,Full Time,Closing on 28 Feb 2019,East,Posted 29 Jan 2019,"Requirements:
University degree Bachelor or equivalent. MSc / MBA will be an advantage
Certificates (preferred): APICS/CPIM
Proven capability in Demand Planning management in life science industry, Fast Moving Consumer Goods or Animal Health industries mandatory
In-depth understanding of and/or experience in supply chain management and systems; with at least 8 years of work experience in Supply Chain or Commercial function
Experience in Demand Planning function within a manufacturing environment 
Experience in logistics and distribution (inbound to last miles distribution) would be beneficial
Strong performance focus and driving a continuous improvement mindset 
Proven capability on working in the matrix organization
Excellent analytical capabilities to interpret information and reports
Ability to manage complexity whilst being comfortable with ambiguity
Attention to detail and high level of accuracy
Experience in SAP APO / JDA
Knowledge and use of MS Excel for analytics and mass data processing
Proficient in English and excellent communication skills
Effective negotiator with excellent presentation skills (oral and written)","$12,780","$7,100",Monthly,Manager,"Demand Planning Manager, Animal Health, ROPU SEASK"
29,7,Consulting,MOTT MACDONALD SINGAPORE PTE LIMITED,Full Time,Closing on 28 Feb 2019,East,Posted 29 Jan 2019," For this role, you will have the following:
a degree in an engineering discipline (preferably with an energy storage related subject)
a knowledge of solar and thermal energy technologies and projects
a proven track record of project delivery to time, quality and budget
an understanding of the key technical and commercial aspects of projects
ability to manage and lead project work
ability to produce high quality technical reports in English, to predefined deadlines
strong problem solving and analytical skills
a flexible and enthusiastic approach
ability to work both individually and as a team","$90,000","$80,000",Annually,Executive,Renewable Energy Advisor
30,2,Information Technology,ARKEMA PTE. LTD.,Permanent,Closing on 28 Feb 2019,South,Posted 29 Jan 2019,"REQUIREMENTS:
Proven working experience in web programming.
Topnotch Knowledge of PHP.  Familiar on modern HTML/CSS,  PHP, ASP.NET, Javascript, Javascript, bootstap, ajax or C#, Mobile Application development in SWIFT, Objective C or any mobile programming tools.
A solid understanding of how web applications work including workflow, security, session management, and best development practices
Adequate knowledge of relational database systems, Object Oriented Programming and web application development
Knowledge of Search Engine Optimisation process
Aggressive problem diagnosis and creative problem solving skills
Strong organizational skills to juggle multiple tasks within the constraints of  timelines and budgets with business acumen.
BS in computer science or a related field
     ",,,,Middle Management,Web Developer
31,11,Information Technology,PEOPLEBANK SINGAPORE PTE. LTD.,Contract,Closing on 28 Feb 2019,South,Posted 29 Jan 2019,"Minimally 5 years’ experience developing IT system or software solution. 
Good knowledge of Cloud infrastructure and deployment architecture. 
Solution oriented instead of problem oriented. 
Able to work as a team to achieve a common objective instead of drawing boundaries of own job scope. 
Able to travel occasionally. 
  Interested candidates please submit your updated resume to mayanne.ramos@peoplebank.asia or apply online.","$7,200","$5,500",Monthly,Senior Executive,Business Analyst
32,11,Accounting / Auditing / Taxation,HEXCEL SOLUTIONS PTE. LTD.,Full Time,Closing on 28 Feb 2019,West,Posted 29 Jan 2019,"~ Assign account codes to all transactions in the accounting system.
~ Calculate customer/supplier account balances and reconcile with totals.
~ Compile the relevant business documentation used in banking processes.
~ Enter accurate and timely data into the accounting system.
~ Maintain accurate financial records and statements.
~ Perform month-end closing activities.
~ Process payroll transactions into the organisations accounting system.
~ Record and process all business transactions within the organisations accounting system using principles of double-entry accounting.
~ Record transactions and events relating to inventory, accruals, prepayments, capital structure and finance costs.
~ Record transactions and events relating to sales, purchases, receivables, payables and cash.
~ Retrieve system reports from the accounting system for managements use.
~ Use relevant IT systems and tools effectively for data analysis.","$3,000","$1,800",Monthly,Executive,Accounts Executive
33,7,Accounting / Auditing / Taxation,OASIS GLOBAL PTE. LTD.,"Permanent, Full Time",Closing on 28 Feb 2019,Central,Posted 29 Jan 2019,"~ Assign account codes to all transactions in the accounting system.
~ Calculate customer/supplier account balances and reconcile with totals.
~ Compile the relevant business documentation used in banking processes.
~ Enter accurate and timely data into the accounting system.
~ Maintain accurate financial records and statements.
~ Perform month-end closing activities.
~ Process payroll transactions into the organisations accounting system.
~ Record and process all business transactions within the organisations accounting system using principles of double-entry accounting.
~ Record transactions and events relating to inventory, accruals, prepayments, capital structure and finance costs.
~ Record transactions and events relating to sales, purchases, receivables, payables and cash.
~ Retrieve system reports from the accounting system for managements use.
~ Use relevant IT systems and tools effectively for data analysis.","$2,500","$2,000",Monthly,Executive,Accounts Executive
34,1,Information Technology,CHARTERHOUSE PTE. LTD.,Contract,Closing on 28 Feb 2019,Islandwide,Posted 29 Jan 2019,"5+ years of Java and Spring experience
Hands-on experience with Java8/Web frameworks and tools including Java/JEE, Spring-boot, Redis, Hazelcast, ReactJS/AngularJS, AMQP (RabbitMQ), MongoDB, Cloud Foundry or similar cloud technology
Familiarity with Jira, Jenkins, Sonarqube and Test driven development
Familiarity with with database technologies, preferably MariaDB, MySQL, NoSQL
Able to develop services that constitute front to back applications
Good understanding of various data-exchange format, such as JSON and XML
Experience integrating with Netflix Open Source Platform components (Eureka, Hystrix, Ribbon, etc.)
PCF developer certification or any other Cloud platform certification will be a plus.
EA License no.: 13C6338 I Reg no.: R1110355","$8,500","$6,000",Monthly,Executive,Senior Software Developer
35,1,Information Technology,CHARTERHOUSE PTE. LTD.,Contract,Closing on 28 Feb 2019,Central,Posted 29 Jan 2019,"2+ years of relevant technical QA experience
2+ years web-based systems testing experience
Good Experience into Automation and Manual Testing.
Good experience on on API and Python  .
EA License no.: 13C6338 I Reg no.: R1110355","$7,500","$5,000",Monthly,Executive,Senior Tester
36,8,Engineering,AIR ENERGI GROUP SINGAPORE PTE. LTD.,"Contract, Full Time",Closing on 28 Feb 2019,Central,Posted 29 Jan 2019,"Minimum of 10 years’ experience in the oil and gas industry
Minimum of 8 years proven capability in an engineering design company
Thorough awareness of relevant international codes and standards
Familiar with the typical software packages that are used for Instrument and Controls engineering design (SPI INTOOLS, AUTOCAD)
Experience of the application of HAZOP, HAZID and SIL Rating to Instrument and Controls design
Experience with Instrument and Controls design for prefabricated modular packaged equipment
Experience with Concept Selection and FEED studies","$6,000","$5,000",Monthly,Professional,Senior Instrument Engineer
37,13,Human Resources,GLOBAL SPECTRUM PICO PTE. LTD.,"Permanent, Full Time",Closing on 28 Feb 2019,Central,Posted 29 Jan 2019,"Diploma/certificate in Human Resource Management
A minimum of 1 year of HR working experience
Prior hands-on experience with integrated HRIS and strong MS office skills including Excel, Word, PowerPoint
Must be meticulous and detail oriented with regard to all work
Strong interpersonal skills with ability to work with team members at all levels
Excellent spoken English
Good knowledge of Employment Act and HR market trends",,,,Executive,Human Resource Assistant / Executive - Singapore Sports Hub
38,6,Accounting / Auditing / Taxation,RADIUS EXPERIENTIAL INTERNATIONAL PTE. LTD.,"Permanent, Full Time",Closing on 28 Feb 2019,East,Posted 29 Jan 2019,"Minimum Diploma in Accountancy/Finance/ or relevant professional certificate;
Minimum 5 years of working experience with strong commercial full sets hands on experience;
Audit experience is an added advantage;
Experience in financial and management reporting background with event management and/or retail related business coupled with audit experience in accountancy firm is a plus;
Proficiency in Quick Book accounting system is a plus;
Self-motivated, matures, willing to learn and good team player.
Able to work independently with minimum supervision in fast-paced and high-volume environment with emphasis on accuracy and timeliness
Able to meet challenges, deadlines, eye for details and strong stakeholder management.
Good communication and interpersonal skills
Singaporeans / PR only.
  ","$3,200","$2,800",Monthly,Senior Executive,Accounts Executive
